Codigo;Descripcion_ES;Descripcion_EU
1859001;ALQUILER DE OTROS BIENES MUEBLES N.C.O.P. (SIN PERSONAL PERMANENTE);BESTE ATALETAN BILDU EZ DIREN ONDASUN HIGIGARRIEN ALOGERA (PERTSONAL IRAUNKORR 
1859002;ALQUILER DE NEGOCIO;NEGOZIOEN ALOGERA 
186110;ALQUILER DE VIVIENDAS;ETXEBIZITZEN ALOGERA 
186120;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P.;INDUSTRI LOKALEN ALOGERA ETA BESTE ATALETAN BILDU EZ DIREN BESTE ZENBAIT ALOGE 
186200;ALQUILER DE BIENES INMUEBLES DE NATURALEZA RUSTICA;LANDA-ONDASUN HIGIEZINEN ALOGERA 
191100;SERVICIOS AGRICOLAS Y GANADEROS;NEKAZAL ETA ABELTZANTZAZKO ZERBITZUAK 
191200;SERVICIOS FORESTALES;OIHAN ZERBITZUAK 
192110;SERVICIOS DE LIMPIEZA DE CALLES, VIAS PUBLICAS Y JARDINES;KALE, BIDE PUBLIKO ETA LORATEGIEN GARBIKETA ZERBITZUAK 
192120;SERVICIOS DE RECOGIDA DE BASURAS Y DESECHOS;ZARAMA ETA HONDAKINEN BILKETA ZERBITZUAK 
192130;EXTERMINIO DE ANIMALES DAÑINOS Y DE DESINFECCION DE CUALQUIER CLASE;ZIZANIEN DESAGERTARAZPENA ETA EDOZEIN MOTATAKO DESINFEKTAKETA 
192140;SERVICIO DE ALCANTARILLADO, EVACUACION Y DEPURACION DE AGUAS RESIDUALES;ESTOLDERIA, HONDAKIN UREN EBALUAKETA ETA ARAZKETA ZERBITZUA 
192150;SERVICIOS DE INCINERACION Y ELIMINACION DE BASURA Y DESECHOS;ZARAMA ETA HONDAKINEN ERRAUSKETA ETA DESAGERTARAZPEN ZERBITZUAK 
192160;SERVICIOS DE PROTECCION Y ACONDICIONAMIENTO AMBIENTAL:CONTRA RUIDOS,VIBRACION.;INGURUGIRO BABES ETA GIROKETA ZERBITZUAK: HOTS, DARDARAZO, KUTSADURA ETA ABAR 
192170;SERVICIOS DE PROTECCION CONTRA INCENDIOS Y ACCIDENTES;SUTEEN AURKAKO ETA ISTRIPUEKIKO BABES ZERBITZUAK 
192180;SERVICIOS DE ADMINISTRACION DE CEMENTERIOS;KANPOSANTUEN ADMINISTRAZIO ZERBITZUAK 
192190;OTROS SERVICIOS DE SANEAMIENTO Y SIMILARES N.C.O.P.;BESTELAKO ATALETAN EZ BILDUTAKO SANEAMENDU ZERBITZUAK ETA ANTZEKOAK 
192200;SERVICIOS DE LIMPIEZA;GARBIKETA ZERBITZUAK 
193110;GUARDERIA Y ENSEÑANZA DE EDUCACION INFANTIL, EXCLUSIVAMENTE.;ESKOLAURREKO HEZIKETAKO IRAKASKUNTZA, SOIL SOILIK 
193120;ENSEÑANZA DE EDUCACION: EDUCACION PRIMARIA Y/O E.S.O, EXCLUSIVAMENTE.;OINARRIZKO HEZIKETAKO ETA/EDO D.B.H.KO IRAKASKUNTZA, BAKAR BAKARRIK. 
193130;ENSEÑANZA BACHILLERATO, ORIENTACION UNIVERSITARIA, FORMACION PROFESIONAL Y CIC;BATXILERGO, UNIBERTSITATERA BIDERATZEKO IKASTURTE, LANBIDE HEZIKETA ETA MAILA 
193140;ENSEÑANZA DE MAS DE UNA MODALIDAD DE LAS RECOGIDAS EN LOS EPIGRAFES ANTERIORES;AURREKO EPIGRAFEETAN BILDUTAKO MODALITATEETARIKO BAT BAINO GEHIAGOKO IRAKASKU 
193150;ENSEÑANZA DE EDUCACION SUPERIOR;GOIMAILAKO HEZKUNTZAKO IRAKASKUNTZA 
193210;ENSEÑANZA DE FORMACION Y PERFECCIONAMIENTO PROFESIONAL, NO SUPERIOR;LANBIDE HEZIKETA ETA TREBAKUNTZAKO, EZ GOIMAILAKOA, IRAKASKUNTZA 
193220;ENSEÑANZA DE FORMACION Y PERFECCIONAMIENTO PROFESIONAL SUPERIOR;GOIMAILAKO LANBIDE HEZIKETA ETA TREBAKUNTZAKO IRAKASKUNTZA 
193310;ENSEÑANZA DE CONDUCCION DE VEHICUOS TERRESTRES, ACUATICOS, AERONAUTICOS, ETC.;LURGAINEKO ETA URGAINEKO IBILGAILUAK, NAHIZ AERONAUTIKOAK, ETABAR GIDATZEKO IR 
193320;PROMOCION DE CURSOS Y ESTUDIOS EN EL EXTRANJERO.;ATZERRIKO IKASTARO ETA IKASKETEN SUSTAPENA 
193390;OTRAS ACTIV.ENSEÑANZA,COMO IDIOMA, CORTE-CONFEC.MECANO.TAQUI.OPOSICION N.C.O.P;IRAKASKUNTZAKO BESTE IHARDUERA BATZU, BESTELAKO ATALETAN BILDU EZ DIRENAK, HA 
193400;ENSEÑANZA FUERA DE ESTABLECIMIENTO PERMANENTE;ESTABLEZIMENDU IRAUNKORRETIK KANPOKO IRAKASKUNTZA 
193510;COLEGIOS MAYORES;IKASTETXE NAGUSIAK ETA IKASLE EGOITZAK 
193520;RESIDENCIAS DE ESTUDIANTES;IKASTETXE NAGUSIAK ETA IKASLE EGOITZAK 
193600;INVESTIGACION CIENTIFICA Y TECNICA;IKERKUNTZA ZIENTIFIKOA ETA TEKNIKOA 
194110;HOSPITALES GENERALES;OSPITAL OROKORRAK 
194120;HOSPITALES ESPECIALIZADOS (QUIRURGICOS,MATERNIDAD,INFANTILES,PSQUIATRICO,ETC.);GIZA MEDIKUNTZAKO OSPTITALAK, KLINIKAK ETA SENDATEGIAK 
194210;CONSULTORIOS MEDICOS, CENTROS DE SOCORRO, SANITARIOS Y CLINICOS DE URGENCIA;ITAUNDEGI MEDIKOAK, SOROSTETXEAK, SANITATETEGIAK ETA PREMIAZKO ZENTRU KLINIKOA 
194220;BALNEARIOS Y BAÑOS;BAINUETXEAK ETA BAINUTEGIAK 
194290;OTROS SERVICIOS SANITARIOS SIN INTERNADO, NO CLASIFICADOS EN ESTE GRUPO;INTERNADURIK GABEKO BESTELAKO SANITATE ZERBITZUAK, TALDE HONETAN EZ SAILKATUT 
194300;CONSULTAS Y CLINICAS DE ESTOMATOLOGIA Y ODONTOLOGIA;ESTOMATOLOGIA ETA ODONTOLOGIA ITAUNDEGIAK ETA KLINIKAK 
194400;SERVICIOS DE NATUROPATIA, ACUPUNTURA Y OTROS SERVICIOS PARASANITARIOS;NATUROPATIA ZERBITZUAK, AKUPUNTURA ETA BESTE ZERBITZU PARASANITARIO BATZU 
194500;CONSULTAS Y CLINICAS VETERINARIAS;ABEL ITAUNDEGIA ETA KLINIKAK 
195100;ASISTENCIA Y SERV.SOCIAL.PARA NIÑO,JOVENE,DISMINUIDO FISICO Y ANCIANO, EN RES.;HAUR, GAZTE, MINUSBALIODUN FISIKO ETA ADINEKOENTZAKO EGOITZETAKO URGAZPENA ET 
195200;ASISTENCIA Y SERV.SOCIAL.PARA NIÑO,JOVEN,DISMINUIDO FISICO Y ANCIANO,NO RESID.;HAUR, GAZTE, MINUSBALIODUN FISIKO ETA ADINEKOENTZAKO EGOITZETAKO URGAZPENA ETA 
196110;PRODUCCION DE PELICULAS CINEMATOGRAFICAS (INCLUSO VIDEO);ZINE FILMEEN (BIDEOA BARNE) EKOIZPENA 
196120;DOBLAJE, SINCRONIZACION Y MONTAJE PELICULAS-CINTAS CINEMATOGR.NO EMPRE.PRODUC.;ZINE FILME NAHIZ ZINTEN (BIDEOENAK BARNE) BIKOIZKETA, SINKRONIZAZIOA ETA MUNT 
196130;DECORACIONES ESCENICAS PARA PELICULAS-CINTAS CINEMATOGRA.NO POR LA PRODUCTORA;ZINE FILM NAHIZ ZINTEETARAKO ESZENAKO DEKORAZIOAK, BETI ERE ENPRESA EKOIZLEAK 
196210;DISTRIBUCION Y VENTA DE PELICULA CINEMATOGR.EXC.PELICU.EN SOPORTE MAGNETOSCOP.;ZINE FILMEEN BANAKETA ETA SALMENTA, ZINTA MAGNETOSKOPIKOAREN EUSKARRIKO FILME 
196220;DISTRIBUCION Y VENTA POR MAYOR PELICULA CINEMA.EN SOPORTE CINTA MAGNETOSCOPICA;ZINTA MAGNETOSKOPIKOAREN EUSKARRIKO ZINE FILMEEN HANDIZKAKO BANAKETA ETA SALM 
196310;EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y VIDEOS EN SALAS DE CINE;ZINE ETA BIDEO FILMEEN ERAKUSKETA 
196320;EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y VIDEOS AL AIRE LIBRE;ZINE ETA BIDEO FILMEEN AIRE ZABALEKO ERAKUSKETAK 
196330;EXHIBICION PELICULAS CINEMATOGRAFICAS Y VIDEO FUERA ESTABLECIMIENTO PERMANENTE;ZINE ETA BIDEO FILMEEN ESTABLEZIMENDU IRAUNKORRETIK KANPOKO ERAKUSKETAK 
196340;EXHIBICION PELICULA Y VIDEO EN ESTABL.DISTINTO DE ESPEC.EP.963.1-.2-.3 ANTERI.;AURREKO 963.1, 963.2 ETA 963.3. EPIGRAFEETAN ZEHAZTUTAKOEZ BESTELAKO ESTABLEZI 
196410;SERVICIOS DE RADIODIFUSION;IRRATIHEDAPEN ZERBITZUAK 
196420;SERVICIOS DE TELEVISION;TELEBISTA ZERBITZUAK 
196430;SERVICIOS DE ENLACE Y TRANSMISION DE SEÑALES DE TELEVISION;TELEBISTA SEINALEEN LOTURA ETA TRANSMISIO ZERBITZUAK 
196510;ESPECTACULOS EN SALAS Y LOCALES (EXCEPTO ESPECTACULOS TAURINOS);ARETO ETA LOKALETAKO IKUSKIZUNAK (ZEZEN IKUSKIZUNAK IZAN EZIK) 
196520;ESPECTACULOS AL AIRE LIBRE (EXCEPTO ESPECTACULOS TAURINOS);AIRE ZABALEKO IKUSKIZUNAK (ZEZEN IKUSKIZUNAK IZAN EZIK) 
196530;ESPECTACULOS FUERA DE ESTABLECIMIENTO PERMANENTE (EXCEPTO ESPECTACULO TAURINO);ESTABLEZIMENDU IRAUNKORRETIK KANPOKO IKUSKIZUNAK (ZEZEN IKUSKIZUNAK IZAN EZIK) 
196540;EMPRESAS DE ESPECTACULOS;IKUSKIZUNETAKO ENPRESAK 
196550;ESPECTACULOS TAURINOS;ZEZEN MUNDUKO IKUSKIZUNAK 
196610;BIBLIOTECAS Y MUSEOS;BIBLIOTEKAK ETA MUSEOAK 
196620;PARQUES ZOOLOGICOS, JARDINES BOTANICOS Y SIMILARES;PARKE ZOOLOGIKOAK, LORATEGI BOTANIKOAK ETA ANTZEKOAK 
196690;OTROS SERVICIOS CULTURALES N.C.O.P.;BESTE KULTUR ZEBITZU BATZUK 
196710;INSTALACIONES DEPORTIVAS;KIROL INSTALAKUNTZAK 
196720;ESCUELAS Y SERVICIOS DE PERFECCIONAMIENTO DEL DEPORTE;KIROL HOBEKUNTZARAKO ESKOLAK ETA ZERBITZUAK 
196730;ALQUILER DE ARTICULOS PARA DEPORTE EN INSTALACIONES DEPORTIVAS;KIROL INSTALAKUNTZETARAKO KIROL GAIEN ALOGERA 
196810;INSTALACIONES PARA LA CELEBRACION DE ESPECTACULOS DEPORTIVOS;KIROL IKUSKIZUNAK EGITEKO INSTALAKUNTZAK 
196820;ORGANIZACION ESPECTACULOS DEPORTIVOS EN INSTALAC.NO TITULARIDAD DE ORGANIZADO.;ANTOLATZAILEEN TITULARTASUNEKOAK EZ BESTELAKO INSTALAKUNTZETAKO KIROL IKUSKIZU 
196830;ORGANIZACION DE ESPECTACULOS DEPORTIVOS POR FEDERACIONES Y CLUBES NO PROFESIO.;ESPAINIAR ETA AUTONOMIA-MAILAKO FEDERAKUNDE ETA KLUB EZ-PROFESIONALEK EGINDA. 
196910;SALAS DE BAILE Y DISCOTECAS;DANTZA ARETOAK ETA DISKOTEGIAK 
196920;CASINOS DE JUEGO;JOKO-KASINOAK 
196930;JUEGO DE BINGO;BINGO JOKOA 
1969411;MAQUINAS RECREATIVAS TIPO A. CUOTA MUNICIPAL, EL TITULAR DEL ESTABLECIMIENTO;UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA 
1969412;MAQUINAS RECREATIVAS TIPO A. CUOTA ESTATAL, EL PROPIETARIO DE LA MAQUINA.;ESTATUAREN KUOTA, A MAKINAREN TITULARRARI DAGOKIONA 
1969421;MAQUINAS RECREATIVAS TIPO B. CUOTA MUNICIPAL, EL TITULAR DEL ESTABLECIMIENTO;UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA 
1969422;MAQUINAS RECREATIVAS TIPI B. CUOTA ESTATAL, EL PROPIETARIO DE LA MAQUINA.;ESTATUAREN KUOTA, B MAKINAREN TITULARRARI DAGOKIONA 
1969431;MAQUINAS RECREATIVAS TIPO C. CUOTA MUNICIPAL, EL TITULAR DEL ESTABLECIMIENTO;UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA 
1969432;MAQUINAS RECREATIVAS TIPO C. CUOTA ESTATAL, EL PROPIETARIO DE LA MAQUINA.;ESTATUAREN KUOTA, C MAKINAREN TITULARRARI DAGOKIONA 
1969441;MAQUINAS DE APUESTAS. CUOTA MUNICIPAL, EL TITULAR DEL ESTABLECIMIENTO;APUSTU MAKINAK. UDAL KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIENA 
1969442;MAQUINAS DE APUESTAS. CUOTA ESTATAL, EL PROPIETARIO DE LA MAQUINA AUXILIAR;APUSTU MAKINAK. ESTATUAREN KUOTA, MAKINAREN TITULARRARI DAGOKIENA 
196950;JUEGOS DE BILLAR, PING-PONG, BOLOS Y OTROS;BILARRAK, MAHAIKO TENISA, BOLOAK ETA BESTE JOKO BATZU 
196960;SALONES RECREATIVOS Y DE JUEGO;JOLAS ETA JOKO ARETOAK 
196970;OTRAS MAQUINAS AUTOMATICAS;BESTE MAKINA AUTOMATIKO BATZUK 
197110;TINTE,LIMPIEZA SECO,LAVADO Y PLANCHADO ROPAS HECHAS Y PRENDA Y ART.HOGAR USADO;EGINDAKO ARROPA ETA ETXEKO JANTZI ETA GAI ERABILIEN TINDAKETA, LEHORREKO GARBI 
197120;LIMPIEZA Y TEÑIDO DE CALZADO;OINETAKOEN GARBIKETA ETA TINDAKETA 
197130;ZURCIDO Y REPARACION DE ROPAS;ARROPEN SAREZTAKETA ETA KONPONKETA 
197210;SERVICIOS DE PELUQUERIA DE SEÑORA Y CABALLERO;GIZON ETA EMAKUMEZKOENTZAKO ILEAPAINKETA ZERBITZUAK 
197220;SALONES E INSTITUTOS DE BELLEZA;EDERGINTZA ARETOAK ETA INSTITUTUAK 
197310;SERVICIOS FOTOGRAFICOS;ARGAZKIGINTZA ZERBITZUAK 
197321;MAQUINA AUTOMATICA FOTOGRAF.CUOTA MUNICIPAL, EL TITULAR DEL ESTABLECIMIENTO;UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA 
197322;MAQUINA AUTOMATICA FOTO.CUOTA ESTATAL, EL PROPIETARIO DE LA MAQUINA;ESTATUAREN KUOTA, MAKINAREN JABEARI DAGOKIONA 
197330;SERVICIOS DE COPIAS DE DOCUMENTOS CON MAQUINAS FOTOCOPIADORAS;FOTOKOKIAGAILUEN BIDEZKO AGIRI KOPIAGINTZA ZERBITZUAK 
197400;AGENCIAS DE PRESTACION DE SERVICIOS DOMESTICOS;ETXEKO ZERBITZUEN PRESTAKETA AGENTZIAK 
197500;SERVICIOS DE ENMARCACION;MARKOZTATZE ZERBITZUAK 
197910;SERVICIOS DE POMPAS FUNEBRES;BESTELAKO ATALETAN EZ BILDUTAKO BESTE ZERBITZU PERTSONALAK 
197920;ADORNO DE TEMPLOS Y OTROS LOCALES;TENPLOEN ETA BESTE LOKAL BATZUREN APAINKETA 
197930;AGENCIAS MATRIMONIALES Y OTROS SERVICIOS DE RELACIONES SOCIALES;EZKONTZ AGENTZIAK ETA GIZARTE HARREMANETAKO BESTE ZERBITZU BATZU 
197940;ADIESTRAMIENTO DE ANIMALES Y OTROS SERVICIOS DE ATENCIONES ANIMALES DOMESTICOS;ANIMALIEN HEZKUNTZA ETA ETXEKO ANIMALIENGANAKO ARRETAZKO BESTE ZERBITZU BATZU 
197990;OTROS SERVICIOS PERSONALES N.C.O.P.;BESTELAKO ATALETAN EZ BILDUTAKO BESTE ZERBITZU PERTSONALAK 
198110;CURIOSIDADES,BIEN NATURALES O ARTIFICIALES,EN PARQUES,CASTILLOS,GRUTAS,CUEVAS,;PARKE, GAZTELU, HAIZPE. KOBA ETABARRETAN JARRITAKO IKUSGARRIAK, NATURALAK NAHI 
198120;JARDINES DE RECREO EN LOS QUE LA ENTRADA ES POR PRECIO;SARRERA ORDAINDU BEHARREKO JOLASTOKIAK 
198130;PARQUE ATRACCIONES, INCLUIDO ACUATICOS Y ANALOGOS, DE CARACTER ESTABLE;IKUSKIZUNETAKO PARKEAK, IZAERA IRAUNKORREKOAK, URJOLASPARKEAK ETA ANTZEKOAK BA 
198210;TOMBOLAS Y RIFAS AUTORIZADAS, EN ESTABLECIMIENTO PERMANENTE;ESTABLEZIMENDU IRAUNKORREKO TONBOLA ETA ZOZKETA BAIMENDUAK 
198220;TOMBOLAS Y RIFAS AUTORIZADAS FUERA DE ESTABLECIMIENTO PERMANENTE;ESTABLEZIMENDU IRAUNKORRETIK KANPOKO TONBOLA ETA ZOZKETA BAIMENDUAK 
198230;EXPOSICION DE FIGURAS DE CERA EN ESTABLECIMIENTO PERMANENTE;EZKOZKO IRUDIEN ERAKUSKETAK ESTABLEZIMENDU IRAUNKORRETAN 
198240;OTRAS ATRACCIONES,COMERCIO MENOR Y RESTAURACION PROPIOS DE FERIAS Y VERBENAS..;AZOKA ETA BERBENEI DAGOZKIEN BEREZKO BESTELAKO IKUSKIZUNAK, ESTABLEZIMENDU IR 
198251;ORGANIZACION Y CELEBRACION DE APUESTAS DEPORTIVAS, LOTERIAS Y OTROS JUEGOS NO;KIROL APUSTUAK, LOTERIAK ETA BESTE JOKO BATZUK ANTOLATZEA ETA EGITEA 
198252;EXPENDEDORES OFICIALES DE LOTERIAS, APUESTAS DEPORTIVAS INCLUIDOS EN SELAE;ELAES SARE KOMETZIALEAN SARTUTA DAUDEN LOTERIA, KIROL APUSTUAK ETA BESTE JOKO 
198253;EXPENDEDORES OFICIALES DE LOTERIAS, APUESTAS DEPORTIVAS NO INCLUIDOS EN SELAE;ELAES BARIK BESTE ERAKUNDE BATZUEN MENPEKO LOTERIA, KIROL APUSTU ETA BESTE JOK 
198254;EXPENDEDORES NO OFICIALES AUTORIZADOS PARA LA RECEPCION DE APUESTAS DEPORTIVAS;KIROL APUSTUAK, BESTELAKO JOKOAK ETA ASKOTARIKO LOTERIAK JASOTZEKO BAIMEN DUTE 
198300;AGENCIAS DE COLOCACION DE ARTISTAS;ARTISTEI KOLOKAZIOA BILATZEKO AJENTZIAK 
198910;EXPEDICION DE BILLETES DE ESPECTACULOS PUBLICOS;JENDAURREKO IKUSKIZUNETAKO TXARTELEN LUZAPENA 
198920;SERVICIOS DE ORGANIZACION DE CONGRESOS, ASAMBLEAS Y SIMILARES;KONGRESU, BATZARRE ETA ANTZEKOEN ANTOLAKETA ZERBITZUAK 
198930;PARQUES O RECINTOS FERIALES / FERIA-PARKE EDO BARRUTIAK;FERIA-PARKE EDO BARRUTIAK 
199100;PRESTACION DE SERVICIOS POR SOCIEDADES DE DESARROLLO INDUSTRIAS REGIONAL;HERRIALDEKO INDUSTRI GARAPENERAKO SOZIETATEEN ZERBITZUGINTZA 
199900;OTROS SERVICIOS N.C.O.P.;BESTELAKO ATALETAN BILDU EZ DIREN ZERBITZUAK 
201100;DOCTORES Y LICENCIADOS EN CIENCIAS BIOLOGICAS;BIOLOGIA ZIENTZIETAKO DOKTOREAK ETA LIZENTZIADUNAK 
201200;INGENIEROS AGRONOMOS Y DE MONTES;NEKAZAL ETA BASO INGENIARIAK 
201300;VETERINARIOS;ALBAITARIAK 
202100;TECNICOS EN BIOLOGIA, AGRONOMIA Y SILVICULTURA;BIOLOGIA, NEKAZARITZA ETA OIHANLANGINTZAKO TEKNIKARIAK 
202200;INGENIEROS TECNICOS AGRICOLAS E INGENIEROS TECNICOS FORESTALES;NEKAZAL INGENIARI TEKNIKOAK ETA OIHAN INGENIARI TEKNIKOAK 
202300;INGENIEROS TECNICOS TOPOGRAFOS;TOPOGRAFIAZKO INGENIARI TEKNIKOAK 
202400;AUXILIARES Y AYUNDANTES EN VETERINARIA (SEXADORES DE POLLOS, CASTRADORES, ETC);ALBAITARITZAKO LAGUNTZAILEAK ETA URGAZLEAK (OILASKOEN SEXU IGERLEAK, IRENTZAIL 
209900;OTROS PROF. RELACIONADOS CON LA AGRIC., GANAD., CAZA, SILV. Y PESCA N.C.O.P.;NEKAZARITZA, ABELTZANTZA, EHIZA, .... ZERIKUSIRIK BESTE PROFESIONARIAK 
211100;DOCTORES Y LICENCIADOS EN CIENCIAS FISICAS,GEOFISICAS Y GEOLOGICAS;FISIKA ZIENTZIETAKO DOKTOREAK ETA LIZENTZIADUNAK, GEOFISIKA ZIENTZIETAKO DOKTO 
211200;INGENIEROS DE MINAS;MEATZE INGENIARIAK 
212100;DOCTORES Y LICENCIADOS EN CIENCIAS QUIMICAS;KIMIKA ZIENTZIETAKO DOKTOREAK ETA LIZENTZIADUNAK 
213100;INGENIEROS TECNICOS DE MINAS, FACULTATIVOS Y PERITOS;MEATZE INGENIARI TEKNIKARIAK, FAKULTATIBOAK, ETA PERITUAK 
219900;OTROS PROF.RELAC.CON ACTI.PROPIAS DE ENERGIA,AGUA,MINERIA E IND.QUIMICA NCOP.;ENERGIA, URA, MEATARITZA ETA IND.KIM. BEREZKO IHARDUEREKIN ZERIK.BESTE PROFE. 
221100;INGENIEROS AERONAUTICOS;AERONAUTIKAKO INGENIARIAK 
221200;INGENIEROS NAVALES;ITSAS INGENIARIAK 
221300;INGENIEROS DE TELECOMUNICACION;TELEKOMUNIKAZIO INGENIARIAK 
221400;INGENIERO DE ARMAMENTO Y CONSTRUCCION,DE ARMAS NAVALES Y ELECTROMECAN.DEL ICAI;ARMAGINTZA ETA ERAIKUNTZA, ITSAS ARMAGINTZAKO INGENIARIAK ETA ICAIKO ELEKTROME 
222100;INGENIEROS TECNICOS AERONAUTICOS, AYUDANTES Y PERITOS;AERONAUTIKAKO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK 
222200;INGENIEROS TECNICOS DE TELECOMUNICACION, AYUDANTES Y PERITOS;TELEKOMUNIKAZIO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK 
222300;AYUDAN.DE INGEN.DE ARMAMENTO Y CONST.,ARMAS NAVALES E ING.TECN.ELECTROMEC.ICAI;ARMAGINTZA ETA ERAIKUNTZA, ITSAS ARMAGINTZA INGENIARI LAGUNTZAILEAK 
222400;DIBUJANTES TECNICOS;MARRAZKILARI TEKNIKOAK 
222500;TECNICOS EN TELECOMUNICACION;TELEKOMUNIKAZIO TEKNIKARIAK 
222600;TECNICOS EN SONIDO;SOINU TEKNIKARIAK 
222700;TECNICOS EN ILUMINACION;ARGITERIA TEKNIKARIAK 
222800;INGENIEROS TECNICOS NAVALES, AYUDANTES Y PERITOS.;ITSASUNTZIGINTZAKO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK 
229900;OTROS PROF.RELAC.CON INDUS.AERONAUTICA,TELECOMUNI.Y MECANICA PRECISION N.C.O.P;AERONAUTIKA, TELEKOMUNIKAZIO ETA DOITASUNEZKO MEKANIK.ZERIKUSIRIK BESTE PROFES 
231100;INGENIEROS INDUSTRIALES Y TEXTILES;INDUSTRIA ETA EHUNGINTZA INGENIARIAK 
232100;INGENIEROS TECNICOS INDUSTRIALES Y TEXTILES, AYUDANTES Y PERITOS;INDUSTRIA ETA EHUNGINTZA INGENIARIA TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK 
232200;TECNICOS EN ARTES GRAFICAS;ARTE GRAFIKOETAKO TEKNIKARIAK 
239900;OTROS PROFESIONALES RELACIONADOS CON OTRAS INDUSTRIAS MANUFACTURERAS N.C.O.P.;MANUFAKTURAZKO BESTE INDUSTRIEKIN ZERIKUSIRIK PROFESIONARIAK 
241100;ARQUITECTOS;ARKITEKTOAK 
241200;INGENIEROS DE CAMINOS, CANALES Y PUERTOS;BIDE, KANAL ETA PORTUETAKO INGENIARIAK 
242100;ARQUITECTOS TECNICOS Y APAREJADORES;ARKITEKTO TEKNIKOAK ETA APAREJADOREAK 
242200;INGENIEROS TECNICOS DE OBRAS PUBLICAS, AYUDANTES Y PERITOS;OBRA PUBLIKOETAKO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK 
243100;DELINEANTES;DELINEATZAILEAK 
243200;DECORADORES-DISEÑADORES DE INTERIORES;BARRU APAINTZAILE DISEINATZAILEAK 
244100;TECNICOS SUPERIORES EN DESARROLLO DE PROYECTOS URBANISTICOS Y OPERAC.TOPOGRAF.;HIRIGINTZA PROYEKTUEN GARAPENEKO ETA TOPOGRAFI LANETAKO GOI MAILAKO TEKNIKOAK 
245100;INGENIERO EN GEODESIA Y CARTOGRAFIA;GEODESIA ETA KARTOGRAFIAKO INGENIARIA 
249900;OTROS PROFESIONALES RELACIONADOS CON LA CONSTRUCCION N.C.O.P.;ERAIKUNTZAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE P 
251100;AGENTES COMERCIALES;MERKATARITZA AGENTEAK 
252100;TECNICOS EN HOSTELERIA;OSTALARITZAKO TEKNIKARIAK 
259900;OTROS PROFESIONALES RELACIONADOS CON EL COMERCIO Y LA HOSTELERIA N.C.O.P.;MERKATARITZA ETA OSTALARITZAREKIN ZERIKUSIRIK IZAN ETA BABE BESTE PROFESIONARI 
261100;AGENTES DE FERROCARRILES;TRENBIDEETAKO AGENTEAK 
261200;CONDUCTORES DE VEHICULOS TERRESTRES;LURGAINEKO IBILGAILU GIDARIAK 
269900;OTROS PROFESIONALES RELACIONADOS CON EL TRANSPORTE Y LAS COMUNICACIONES NCOP.;GARRAIOAREKIN ZERIKUSIRIK IZAN ETA BESTELAKO ATALETAN BILDU EZ DIREN BESTE PRO 
271100;ACTUARIOS DE SEGUROS;ASEGURU IHARDULARIAK 
271200;AGENTES REPRESENTANTES Y CORREDORES DE SEGUROS;ORDEZKARITZA AGENTEAK ETA ASEGURU ARTEKARIAK 
272100;AGENTES COLEGIADOS DE LA PROPIEDAD INDUSTRIAL Y DE LA PROPIEDAD INMOBILIARIA;INDUSTRI JABETZA ETA HIGIEZINEN JABETZAKO ELKARGOKO AGENTEAK 
272200;GESTORES ADMINISTRATIVOS;ADMINISTRAZIO KUDEATZAILEAK 
272300;ADMINISTRADORES DE FINCAS;FINKA ADMINISTRATZAILEAK 
272400;INTERMEDIARIOS EN LA PROMOCION DE EDIFICACIONES;ERAIKUNTZA SUSTAPENEKO BITARTEKOAK 
272500;HABILITADOS DE CLASES PASIVAS;KLASE PASIBOEN GAITUAK 
272600;GRADUADOS SOCIALES;GIZARTE GRADUDUNAK 
272700;AGENTES O INTERMEDIARIOS EN FACILITAR PRESTAMOS;MAILEGUAK LORTZEKO AGENTE EDO BITARTEKOAK 
272800;AGENTES DE ADUANAS;ADUANA AGENTEAK 
273100;ABOGADOS;ABOKATUAK 
273200;PROCURADORES;PROKURADOREAK 
273300;NOTARIOS;NOTARIAK 
273400;REGISTRADORES;ERREGISTRARIAK 
274100;ECONOMISTAS;EKONOMILARIAK 
274200;INTENDENTES Y PROFESORES MERCANTILES;MERKATAL IRAKASLEAK ETA INTENDENTEAK 
274300;PERITOS MERCANTILES;MERKATAL PERITUAK 
274400;DIPLOMADOS EN CIENCIAS EMPRESARIALES;ENPRESA ZIENTZIETAKO DIPLOMADUNAK 
